authorDisplayName,authorProfileImageUrl,textDisplay,textOriginal,likeCount,publishedAt,predict
Yoon,https://yt3.ggpht.com/ytc/AKedOLTuGvFEWklxXMtWxQZg7dNJ-5Mhm2_IqmiYzg=s48-c-k-c0x00ffffff-no-rj,크리스틴 스튜어트가 발연기로 까일때도 우리나라에선 예쁘다고만 했지.,크리스틴 스튜어트가 발연기로 까일때도 우리나라에선 예쁘다고만 했지.,0,20211003,good_feedback
석호,https://yt3.ggpht.com/ytc/AKedOLSLunrDWpj0zTfE6bvW71ISBLZiOMxEd_QVcA=s48-c-k-c0x00ffffff-no-rj,시작부분 배로나가아니고 배리나라고 하면 완벽한 연기일거같네요,시작부분 배로나가아니고 배리나라고 하면 완벽한 연기일거같네요,0,20211003,good_feedback
미미,https://yt3.ggpht.com/ytc/AKedOLQsIPyqKvswGTAPG_tn-uO_eNh1T8uEluzwfWzIjQ=s48-c-k-c0x00ffffff-no-rj,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,20211002,good_feedback
JASUK_PIU,https://yt3.ggpht.com/5BT-mC0kBfIbaEIIcAzfF-L844vuFxX73Z8Jlv_OEkKtoXNY5K0UaAkwtNKFCXPIhZh-J4hygA=s48-c-k-c0x00ffffff-no-rj,쿠리코가 나오네 ㅋㅋㅋ,쿠리코가 나오네 ㅋㅋㅋ,0,20211002,good_feedback
柳BB,https://yt3.ggpht.com/ytc/AKedOLQkM0BhIMNsI9Ptt_9I9CAoPX5nIUTJRzohU18K=s48-c-k-c0x00ffffff-no-rj,언어실력 따라 차이 나는대 저는 일본배우가 발연기 하면 바로 알아요 그리고 일어 잘하는 외국인이 일어로 말하는것도 외국인 인지 바로 알아요 글고 저 한국사람임,언어실력 따라 차이 나는대 저는 일본배우가 발연기 하면 바로 알아요 그리고 일어 잘하는 외국인이 일어로 말하는것도 외국인 인지 바로 알아요 글고 저 한국사람임,0,20211002,contents
혀깨뭄,https://yt3.ggpht.com/ytc/AKedOLTG1oC9ANjyati-7_4Bk7am0Ds4NdIQe_G5UrE9=s48-c-k-c0x00ffffff-no-rj,장수원은 발연기가 아니라고 생각함 왜냐하면 너무 잘어울림 인물이랑 ㅋㅋ<br>한국인이 유독 무표정으로 말하면 로봇같다고 생각하는듯함,"장수원은 발연기가 아니라고 생각함 왜냐하면 너무 잘어울림 인물이랑 ㅋㅋ
한국인이 유독 무표정으로 말하면 로봇같다고 생각하는듯함",0,20211002,good_feedback
강흑호,https://yt3.ggpht.com/ytc/AKedOLQetxDPhdBkZIcGLk6nJafnCd1wgfnwDjiz=s48-c-k-c0x00ffffff-no-rj,와우 쿠키커플이다~~~,와우 쿠키커플이다~~~,0,20211002,contents
홍정환,https://yt3.ggpht.com/ytc/AKedOLTmfETdxhIiXWCOH7EVXtJFPZS-YzPNu1tjVP1W=s48-c-k-c0x00ffffff-no-rj,쿠리코가 여기에 왜나와??,쿠리코가 여기에 왜나와??,0,20211002,good_feedback
chonochka chon,https://yt3.ggpht.com/ytc/AKedOLT8CQilyu0eRIA78cxO1QvqE_7JleytO3jb_EqEVw=s48-c-k-c0x00ffffff-no-rj,쿠리코다ㅏㅏ아ㅏㅏ ㅎ,쿠리코다ㅏㅏ아ㅏㅏ ㅎ,0,20211001,good_feedback
BS BS,https://yt3.ggpht.com/ytc/AKedOLRlmaCd9WUjyyTFFdifURiRlPuM35mPrEyj_A=s48-c-k-c0x00ffffff-no-rj,투르크메니스탄 이라는 나라가 더 신기해요,투르크메니스탄 이라는 나라가 더 신기해요,1,20211001,contents
Joseph Kim,https://yt3.ggpht.com/Mi4wIvhCXNtIDZCmOn4WQx3UyHI1SNQCDqVpIKFAuIXxZN7GVBggDnBMdVp7nOY5oRbU0BoWpO0=s48-c-k-c0x00ffffff-no-rj,사실 사건을 다루는 다쿠멘터리에서 인터뷰 한 번만 나오시는 분들은 진짜 한 질문만을 위한건지 부탁드립니드.,사실 사건을 다루는 다쿠멘터리에서 인터뷰 한 번만 나오시는 분들은 진짜 한 질문만을 위한건지 부탁드립니드.,0,20211001,contents
은비세상,https://yt3.ggpht.com/ytc/AKedOLRwczQthxkkuvefk4QSDBHL4FDPetuDlOoGhHQf=s48-c-k-c0x00ffffff-no-rj,가끔 외국영화보면 어색한 한국어 들으면 우리나라 사람만 이상하다는걸 알자나요,가끔 외국영화보면 어색한 한국어 들으면 우리나라 사람만 이상하다는걸 알자나요,0,20211001,contents
a1,https://yt3.ggpht.com/ytc/AKedOLR1rqtFzJr15n3Nbc1BlO51RNWY8rfszsp9P3nhSg=s48-c-k-c0x00ffffff-no-rj,쿠쿠크루 진짜 개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,쿠쿠크루 진짜 개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,20211001,good_feedback
Dd,https://yt3.ggpht.com/oYGIcOC1akCxYtQH3giaIoy-Q880gSKDxj36R1at3ZsWIlXwO31aaxaGDzCw6NSw2uk4l6AyRE0=s48-c-k-c0x00ffffff-no-rj,조회수 나락?,조회수 나락?,0,20211001,bad_feedback
Ch.s Kim,https://yt3.ggpht.com/ytc/AKedOLTwENy6atbi-LlX8bEqHr5_fVPInFYrDLLtjEiumg=s48-c-k-c0x00ffffff-no-rj,"궁금한 점 의뢰 드립니다<br>진용진님 영상들을 보면 항상 코스크, 턱스크, 노마스크를 하고 사람들을 만나던데 (최근에 스님 만났을 때도 처음부터 끝까지 코스크하고 계셨지요)<br>코로나 시국에 코스크, 턱스크하는 사람들 심리가 궁금합니다.<br>코스크 턱스크 하는 사람들은 그게 마스크 제대로 쓴거라고 생각하는지, 아니면 일부러 똘끼를 과시(?)하려고 코스크, 턱스크를 하는지,<br>그것도 아니면 그냥 마스크를 제대로 쓰는 법을 못 배워서 그런건지, 그것도 아니면 본인 입냄새 때문에 턱스크를 할 수 밖에 없는 것인지<br>비말 차단 안 되는 덴탈마스크를 쓴 것도 모자라 턱스크, 코스크를 하는 사람들의 심리가 궁금합니다.","궁금한 점 의뢰 드립니다
진용진님 영상들을 보면 항상 코스크, 턱스크, 노마스크를 하고 사람들을 만나던데 (최근에 스님 만났을 때도 처음부터 끝까지 코스크하고 계셨지요)
코로나 시국에 코스크, 턱스크하는 사람들 심리가 궁금합니다.
코스크 턱스크 하는 사람들은 그게 마스크 제대로 쓴거라고 생각하는지, 아니면 일부러 똘끼를 과시(?)하려고 코스크, 턱스크를 하는지,
그것도 아니면 그냥 마스크를 제대로 쓰는 법을 못 배워서 그런건지, 그것도 아니면 본인 입냄새 때문에 턱스크를 할 수 밖에 없는 것인지
비말 차단 안 되는 덴탈마스크를 쓴 것도 모자라 턱스크, 코스크를 하는 사람들의 심리가 궁금합니다.",0,20211001,contents
갓겜철권,https://yt3.ggpht.com/ytc/AKedOLSfn3-bfZv4wTNmgnxKHYNK_8RE0_zVGZtw3g=s48-c-k-c0x00ffffff-no-rj,인형뽑기기계에 조이스틱이 왜 왼쪽에 있는지 궁금합니다,인형뽑기기계에 조이스틱이 왜 왼쪽에 있는지 궁금합니다,0,20211001,contents
니옴마,https://yt3.ggpht.com/ytc/AKedOLQOcQau_ee8TIzOu8WIl6PMDOqM4hL9KSQhrAQJyTb29Q=s48-c-k-c0x00ffffff-no-rj,유명한 게임을 첫번째로 다운로드 한 사람이 누구인지 궁금해요,유명한 게임을 첫번째로 다운로드 한 사람이 누구인지 궁금해요,0,20211001,contents
천우주,https://yt3.ggpht.com/ytc/AKedOLR9fYv0kf51VYQfH9UJXqMbuOb82wXnOfRxifjxbQ=s48-c-k-c0x00ffffff-no-rj,속사포 래퍼가 딸기게임을 하면 무조건 이기는지 궁금합니나,속사포 래퍼가 딸기게임을 하면 무조건 이기는지 궁금합니나,0,20211001,contents
배배,https://yt3.ggpht.com/ytc/AKedOLQ9MH6aGJ6P7jeajVM4LQRXnrG2bAwTl0a1BA=s48-c-k-c0x00ffffff-no-rj,어째서 학교마다 독서는 마음의 양식 동상이 있으며 누가 만들었는지 궁금합니다,어째서 학교마다 독서는 마음의 양식 동상이 있으며 누가 만들었는지 궁금합니다,0,20211001,contents
염차차,https://yt3.ggpht.com/ytc/AKedOLRUQBTaT0MDMyL5f_kjbHQ3b_7p7Vkk2Ym79b5oZw=s48-c-k-c0x00ffffff-no-rj,고속도로 달릴때 왜 90km 구간이 왜 있는지 궁금해서 그런대 알려줄수있나요?,고속도로 달릴때 왜 90km 구간이 왜 있는지 궁금해서 그런대 알려줄수있나요?,0,20211001,contents
이재윤,https://yt3.ggpht.com/ytc/AKedOLTw-1YYy_3Z2ZkV0s-VGhe00ofzCL34msOekzVmsw=s48-c-k-c0x00ffffff-no-rj,사이코패스의 MBTI가 궁금 합니다,사이코패스의 MBTI가 궁금 합니다,0,20211001,contents
아잉,https://yt3.ggpht.com/ytc/AKedOLTdAJEitENgm4XQ8tcBkf9sB0zhWtHnyUz6waK5=s48-c-k-c0x00ffffff-no-rj,세제로 빨면 99.9% 세균제거라는데 0.1%에 세균은 무슨세균인지 궁금합니다,세제로 빨면 99.9% 세균제거라는데 0.1%에 세균은 무슨세균인지 궁금합니다,0,20211001,contents
뮤직기현,https://yt3.ggpht.com/ivetK57rJXvvDs5VxqQPfKyrLT3mrS2ZfTiEFUvx51GT6ouHPshjxZ2Y6zvospV4LKnXWKP_=s48-c-k-c0x00ffffff-no-rj,진용진님 안녕하세요.<br>저는 초보유튜버 뮤직기현입니다.<br>오늘저희학교의 행사가있다고해서 진용진님오셨다는데저는아쉬게도 진용진님을보지못했습니다.,"진용진님 안녕하세요.
저는 초보유튜버 뮤직기현입니다.
오늘저희학교의 행사가있다고해서 진용진님오셨다는데저는아쉬게도 진용진님을보지못했습니다.",0,20211001,good_feedback
레알코리아 (먹고 사는 이야기),https://yt3.ggpht.com/YU3qDq1ABTrrSVCC_GHUtzd1InzU4r9J_EMCgUju_CWivN3rNMbsvol7eeviCu_yyRWfbX93_dc=s48-c-k-c0x00ffffff-no-rj,진짜로 강화유리는 비스듬히 보면 얼룩이 있나요?,진짜로 강화유리는 비스듬히 보면 얼룩이 있나요?,0,20211001,contents
Dae-hee Yun,https://yt3.ggpht.com/ytc/AKedOLRy2HKinU_WD4OPz4qOh7O4V8rJuL7ePO1s0Q=s48-c-k-c0x00ffffff-no-rj,은행 인증 시 통장으로 보내주는 1원은 얼마까지 받을 수 있을 지 궁금합니다 ^^,은행 인증 시 통장으로 보내주는 1원은 얼마까지 받을 수 있을 지 궁금합니다 ^^,0,20211001,contents
김인성좋아함,https://yt3.ggpht.com/ytc/AKedOLSyTKTsBQ7Law-mZ_sEHvSVqkwGtTDA76B5bRJa=s48-c-k-c0x00ffffff-no-rj,"뮤지컬, 콘서트 등 양도 플미로 돈을 버는 사람들은 어떤 사람일까 해주세요... 대체 왜 보지도 않을거면서 티켓팅을 하고 그 어마어마한 플미를 붙여서 파는지..... ㅜㅜ","뮤지컬, 콘서트 등 양도 플미로 돈을 버는 사람들은 어떤 사람일까 해주세요... 대체 왜 보지도 않을거면서 티켓팅을 하고 그 어마어마한 플미를 붙여서 파는지..... ㅜㅜ",0,20211001,contents
우우우우,https://yt3.ggpht.com/ytc/AKedOLS2g1YzM3Dc-7Rw_7RYqpChgj3wRAZhz07-vSwm=s48-c-k-c0x00ffffff-no-rj,대통령한테도 스팸문자나 대출권유 전화가 갈까요?,대통령한테도 스팸문자나 대출권유 전화가 갈까요?,1,20211001,contents
Woq Qjs,https://yt3.ggpht.com/ytc/AKedOLTOY5WpyJfgFWgZe97gpAbeexaM6yvD3lwnUewoYjS_lgdgCzsZbKxAJoqQYCsv=s48-c-k-c0x00ffffff-no-rj,의사가 흡연 환자를 보고 무조건 담배를 끊으라고하는데 의사는 담배를 안필까?<br>가 궁금합니다,"의사가 흡연 환자를 보고 무조건 담배를 끊으라고하는데 의사는 담배를 안필까?
가 궁금합니다",0,20211001,contents
화니,https://yt3.ggpht.com/ytc/AKedOLQzvbV7jCiV_6_-0eobLijtuUNj211mk3X2YQ=s48-c-k-c0x00ffffff-no-rj,내 앞 은행업무 보는 고객은 <br>도대체 무슨 업무를 보길래 오래 걸리는 것일까?,"내 앞 은행업무 보는 고객은 
도대체 무슨 업무를 보길래 오래 걸리는 것일까?",0,20211001,contents
송유진,https://yt3.ggpht.com/ytc/AKedOLQZIDri-nN-h-WD5RYWgChAjJS886h-10SsHQiQLw=s48-c-k-c0x00ffffff-no-rj,그 유튜브 댓글에 위구르지지 이런거 써져있는 영상 정말 중국이 이미지 좋아지려고 올리는건지 궁금해여,그 유튜브 댓글에 위구르지지 이런거 써져있는 영상 정말 중국이 이미지 좋아지려고 올리는건지 궁금해여,0,20211001,contents
hj j,https://yt3.ggpht.com/ytc/AKedOLR40v3Ed50mOWoA9qhTuCbDc3Wz6PTQ0mLlfQ=s48-c-k-c0x00ffffff-no-rj,신선하네,신선하네,0,20211001,good_feedback
clover one,https://yt3.ggpht.com/ytc/AKedOLRyscErQpSZHHz4uRjg-JZkTBKbnDbhWFJD1A=s48-c-k-c0x00ffffff-no-rj,은행 vip 아닌데 은행내에 프리미어라운지 들어가면 어떻게 되는지 알려주세요~!,은행 vip 아닌데 은행내에 프리미어라운지 들어가면 어떻게 되는지 알려주세요~!,0,20211001,contents
Ryan Park,https://yt3.ggpht.com/ytc/AKedOLSBg4MCYv9N8xju58nodzVEKlmmhrZBoShV1g=s48-c-k-c0x00ffffff-no-rj,- 소믈리에도 시음하면서 술에 취할까<br>- 빨대로 잠수가 가능한지 궁금합니다<br>- 돈 빌린사람이 격투기 선수면 사채업다<br>자들도 재촉할지 궁금합니다.,"- 소믈리에도 시음하면서 술에 취할까
- 빨대로 잠수가 가능한지 궁금합니다
- 돈 빌린사람이 격투기 선수면 사채업다
자들도 재촉할지 궁금합니다.",0,20210930,contents
아무르표범,https://yt3.ggpht.com/ytc/AKedOLR6_sxfVzCOyQcrGskcHiUFCESHnb5oqenzqeJmng=s48-c-k-c0x00ffffff-no-rj,사람들이 장난식으로  3대 탈모라는 말을 하는데 실제 3대 탈모들은 어떨 지 궁금합니다.,사람들이 장난식으로  3대 탈모라는 말을 하는데 실제 3대 탈모들은 어떨 지 궁금합니다.,0,20210930,contents
김아영,https://yt3.ggpht.com/ytc/AKedOLQzoDik7tXnASbEW_8un7v7uk7VByKhTP5VIg=s48-c-k-c0x00ffffff-no-rj,저희 나라 아파트 나 빌라는 왜 100부터 호 수를 하나요?,저희 나라 아파트 나 빌라는 왜 100부터 호 수를 하나요?,0,20210930,contents
개구리,https://yt3.ggpht.com/ytc/AKedOLRd5pjLPZMGUTsIuHuF5rAlZ7nLb3a7eFwvoBEj=s48-c-k-c0x00ffffff-no-rj,"섹보자,001은 왜그러는걸까","섹보자,001은 왜그러는걸까",0,20210930,contents
유빈,https://yt3.ggpht.com/ytc/AKedOLSM3FTSCeHk6S11zTTn5pgSlG7lKeaRW35Qel_x=s48-c-k-c0x00ffffff-no-rj,무인 아이스크림 판매점에서 20개 사고 19개 찍는 이런 사람들은 걸리는지? 걸린다면 어떻게하다가 걸리는지 궁금합니다!,무인 아이스크림 판매점에서 20개 사고 19개 찍는 이런 사람들은 걸리는지? 걸린다면 어떻게하다가 걸리는지 궁금합니다!,0,20210930,contents
쓰리스타,https://yt3.ggpht.com/ytc/AKedOLTH6jszHSUaZ1Q6wfyz6xgnkDdHSBYoItmaZQ=s48-c-k-c0x00ffffff-no-rj,모기한테 물려서 심각하게 물려서 부었을때 정형외과가서 다쳐서 부었다고하면 외관상으로 알아보실까?,모기한테 물려서 심각하게 물려서 부었을때 정형외과가서 다쳐서 부었다고하면 외관상으로 알아보실까?,0,20210930,contents
부부,https://yt3.ggpht.com/ytc/AKedOLSgwE4bysxwKTpfXuSkNcbFNpuxjsGT-SXnOBVnvA=s48-c-k-c0x00ffffff-no-rj,음치들은 멜로디를 휘파람으로 부를때도 음이 안맞을지 궁금해요,음치들은 멜로디를 휘파람으로 부를때도 음이 안맞을지 궁금해요,0,20210930,contents
뚜두부,https://yt3.ggpht.com/ytc/AKedOLQnXw-VfzSxrD1LlMdu5TFUC6gv-aQhYuplvL8nEQ=s48-c-k-c0x00ffffff-no-rj,거의 쓰지도 않는 핸드폰의 버튼 중 #*이 있는 이유알고싶어요. 아님 생기게 된 유례라도..,거의 쓰지도 않는 핸드폰의 버튼 중 #*이 있는 이유알고싶어요. 아님 생기게 된 유례라도..,1,20210930,contents
:ㅣㅇㅅㅇ,https://yt3.ggpht.com/ytc/AKedOLRZVqqA3rd0CaD0QupDbd7-0oKUiBvTL-Re1r1N3j0wYA=s48-c-k-c0x00ffffff-no-rj,"진용진님 대박주제 찾았어요 요즘 웹툰, 방송인,연예인들 보면은 종종 나락드립이 많아보여서요 머니게임에서 참가자들이 나락드립은 한건 아닌데 누가 최초로 나락드립을 생각해 냈을까요?","진용진님 대박주제 찾았어요 요즘 웹툰, 방송인,연예인들 보면은 종종 나락드립이 많아보여서요 머니게임에서 참가자들이 나락드립은 한건 아닌데 누가 최초로 나락드립을 생각해 냈을까요?",0,20210930,good_feedback
하수연,https://yt3.ggpht.com/ytc/AKedOLRGaQbsC41UadcG-1WbeVNXfCJIeDIEJDiibg=s48-c-k-c0x00ffffff-no-rj,콜라에 맨토스 를 넣으면 왜폭발 하는지 궁금합니다.,콜라에 맨토스 를 넣으면 왜폭발 하는지 궁금합니다.,0,20210930,contents
Runa Fsg,https://yt3.ggpht.com/ytc/AKedOLTck3w6GSa2i86gR8GYqzMdslqq03N0PApBd8k=s48-c-k-c0x00ffffff-no-rj,일본사람한테 물어볼께면  일단 배우가 벗고 시작해야지 ㅋㅋ.,일본사람한테 물어볼께면  일단 배우가 벗고 시작해야지 ㅋㅋ.,0,20210930,good_feedback
예쁨,https://yt3.ggpht.com/ytc/AKedOLT0_6a8J5w2RkjrDg91UrhghOMB3kXjUNhZB3IusGE8q2aR4a2ZWKBvqzJ6civ6EB54oYA=s48-c-k-c0x00ffffff-no-rj,지도 거리뷰는 누가 어떻게 찍은건지 궁금합니다 동네가 그렇게 넓은데 어떻게 다 찍을 수 있는건지!,지도 거리뷰는 누가 어떻게 찍은건지 궁금합니다 동네가 그렇게 넓은데 어떻게 다 찍을 수 있는건지!,0,20210930,contents
J,https://yt3.ggpht.com/huskHiFPoB3FlBKNlp7g1DFSFRJta8jTdcsr4JVpKeIt_xjrnmRkQTzNtayogD01QwBmGlpT4Q=s48-c-k-c0x00ffffff-no-rj,"구글 스미싱 해킹으로 겜소액결제 몇십,몇백 테러당한 피해자들중에 환불 못받은 피해자들도 있나요?? 내돈내산 억울하게 남의 빚으로 나간건지 범인이 잡히긴 하는건지 궁금합니다!! 개그맨 김현준씨도 촬영중에 당했다던데... 해결은 된건지 ㅠ 다들 조심하세요...","구글 스미싱 해킹으로 겜소액결제 몇십,몇백 테러당한 피해자들중에 환불 못받은 피해자들도 있나요?? 내돈내산 억울하게 남의 빚으로 나간건지 범인이 잡히긴 하는건지 궁금합니다!! 개그맨 김현준씨도 촬영중에 당했다던데... 해결은 된건지 ㅠ 다들 조심하세요...",0,20210930,contents
your mom yummy,https://yt3.ggpht.com/auCZb9VHNcJkGi-kqPmA9L3DFaKmb0HJy5IRcMR_tsE5E8eNr8IT7t6MXw1Y__nI0UMfjzvOzA=s48-c-k-c0x00ffffff-no-rj,님들아 개미가 63빌딩에서 떨어지면 뒤짐?,님들아 개미가 63빌딩에서 떨어지면 뒤짐?,0,20210930,bad_feedback
김승은,https://yt3.ggpht.com/ytc/AKedOLSkGSzu96IiBEQNVWEVDXZUwZFUJXb0ivfLdw=s48-c-k-c0x00ffffff-no-rj,안녕하세요 항상 고속도로를 이용하여 출퇴근 하는 직장인 입니다. 왜 고속도로에는 항상 갓길에 신발이 떨어져 있는지 궁금합니다. 어제도 오늘도 다른 신발인데 왜 그런가요??,안녕하세요 항상 고속도로를 이용하여 출퇴근 하는 직장인 입니다. 왜 고속도로에는 항상 갓길에 신발이 떨어져 있는지 궁금합니다. 어제도 오늘도 다른 신발인데 왜 그런가요??,0,20210930,contents
신정호,https://yt3.ggpht.com/rFMrDkoHlpE11w9cEBcQ7gP4sdUvypkPY__HgIYg9BZutwQEAGjpUjfQiFA-dx6kgCH2HTdufg=s48-c-k-c0x00ffffff-no-rj,아마존에는 진짜 존이 사나요?,아마존에는 진짜 존이 사나요?,0,20210930,contents
윤재경,https://yt3.ggpht.com/ytc/AKedOLT76i1nDWTDTY9J2e5rwHJtQ1nMWzp8EP423g=s48-c-k-c0x00ffffff-no-rj,이사 사다리차가 최대 몇층까지 올릴수있나 궁금합니다,이사 사다리차가 최대 몇층까지 올릴수있나 궁금합니다,0,20210930,contents
MoblyBangman,https://yt3.ggpht.com/UnT1eLLKXdbkTXx2nvJUplVnbbCgd3yM1EoAIhJvO80e8wFzC9IODg2KroL57OzYgkg4m3D4xg=s48-c-k-c0x00ffffff-no-rj,사람이 하루에 얼마 만큼 방귀를 뀌는지 알고 싶습니다,사람이 하루에 얼마 만큼 방귀를 뀌는지 알고 싶습니다,0,20210930,contents
권승겸,https://yt3.ggpht.com/ytc/AKedOLRj54Cpvg3hnj0l9MrYNeXCHKp1Psb9hUczTQ=s48-c-k-c0x00ffffff-no-rj,친일파도 군대가는지 궁금함,친일파도 군대가는지 궁금함,1,20210930,contents
홍성현,https://yt3.ggpht.com/ytc/AKedOLSMcpPdvyhBA5i1I4xjAOsXociHfKuwjPJCAw=s48-c-k-c0x00ffffff-no-rj,삼풍백화점 붕괴 사건때 돈줍고있는 악마 아줌마 근황같은걸 알고 싶어요,삼풍백화점 붕괴 사건때 돈줍고있는 악마 아줌마 근황같은걸 알고 싶어요,0,20210930,contents
치로,https://yt3.ggpht.com/Arhey8lyQfAqHahZ3JFLGEek72bYeIVomdXl107d5LQ7PUw1i8lRbfW_jsjH0mHf7RGQXFkF=s48-c-k-c0x00ffffff-no-rj,몸에다가 샴푸 바르면 몸에 머리털이 나오나요?,몸에다가 샴푸 바르면 몸에 머리털이 나오나요?,0,20210930,contents
View Sky,https://yt3.ggpht.com/ytc/AKedOLTUAukKnJFFcvi5xW45dgR-trUTi3YSWHy5YnsDwbJcquTnOeiffpkOqVkAW_RY=s48-c-k-c0x00ffffff-no-rj,맞추다가 아니라 맞히다 입니다<br>맞추는 건 물건을 던져서 맞았을 때 쓰는말입니다.,"맞추다가 아니라 맞히다 입니다
맞추는 건 물건을 던져서 맞았을 때 쓰는말입니다.",0,20210930,bad_feedback
잼민,https://yt3.ggpht.com/VcoT90jIFfqds_UWm0Sr3gOjYYM8KfRJ2Aj837PtOKukVU_wGvCI8OukLtSyLp1as_ZeNthq=s48-c-k-c0x00ffffff-no-rj,사람은 죽을때 까지 얼마의 사진을 찍을지 궁금합니다,사람은 죽을때 까지 얼마의 사진을 찍을지 궁금합니다,0,20210930,contents
ㅎㅎㅎ,https://yt3.ggpht.com/1OlnRc4xLEO6pkizHKQRHu5HQ9wOf-qfXKcYpQvCNeMmYwVHnC5-yP70xeJA11JQ1SgAN4XMSmA=s48-c-k-c0x00ffffff-no-rj,이별발라드 쓸대 정말 자기 경험일까,이별발라드 쓸대 정말 자기 경험일까,0,20210930,good_feedback
김성은,https://yt3.ggpht.com/ytc/AKedOLT1r5S-rjx_ZXyPR9JamI1dIYwnCeSbFb5saA=s48-c-k-c0x00ffffff-no-rj,대통령선거할때 무소속으로 뽑힐것도 아닌데 출마하시는 분들이 궁금해여,대통령선거할때 무소속으로 뽑힐것도 아닌데 출마하시는 분들이 궁금해여,0,20210930,contents
보집사,https://yt3.ggpht.com/vVFaw6XDcktjrVjpy-HiZHpgNjDL6deXDUWuGeLJWBtfAufAkv4mYw3GUhz8rA0NXk0UevFaJg=s48-c-k-c0x00ffffff-no-rj,"부잣집 사모님은 펑소에 무엇을 하고 지내는지 궁굼합니다. 밥은 어떤 걸 드시고 옷은 항상 명품만 입으시는지도 궁굼합니다. 그리고 부잣집 사모니의 집과 보안요원, 일하시는 아주머니들도 얼마나 계신지 알고 싶습니다!","부잣집 사모님은 펑소에 무엇을 하고 지내는지 궁굼합니다. 밥은 어떤 걸 드시고 옷은 항상 명품만 입으시는지도 궁굼합니다. 그리고 부잣집 사모니의 집과 보안요원, 일하시는 아주머니들도 얼마나 계신지 알고 싶습니다!",0,20210930,contents
박성호,https://yt3.ggpht.com/JXAGbNN3BiZDIBzrY-V5OX7cFKhT4EJmicleDjrFAnBTLDtswX98siksQ_arTm7AMlwi1yRjpw=s48-c-k-c0x00ffffff-no-rj,서울예대 실기성적꼴찌 노래실력이<br>궁금합니다,"서울예대 실기성적꼴찌 노래실력이
궁금합니다",0,20210930,contents
Bark무환,https://yt3.ggpht.com/ytc/AKedOLRSV3iToqb6IFiyw5uHAzd2-ieDNQIMJ7yL7KBB=s48-c-k-c0x00ffffff-no-rj,인간이 날다람쥐 슈트입고 비행할때 착지는 어떻게 하는지 궁금합니다,인간이 날다람쥐 슈트입고 비행할때 착지는 어떻게 하는지 궁금합니다,0,20210930,contents
